gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACAA2,480.58777,-0.0230864921044699,0.080311104758269,-0.6003569635511647,0.548268362904495,0.747884861786437
ACACA,4523.3174,-0.0723475866757416,0.0467846331643398,-1.7102387489080744,0.0872217330251332,0.26789641350838
ACACB,880.1521,0.2237078853441839,0.1680909963553684,2.405340171742705,0.0161574178952107,0.0981826706545847
ACAD10,290.89798,0.1444377846240216,0.0709282018323402,2.4714414520980457,0.0134569584584156,0.0884988752344901
ACAD11,453.52087,0.0104491262067299,0.0698475444324597,0.2300094072036741,0.8180844597888259,0.9146323815711096
ACAD8,378.39,0.0454456339411345,0.0402248451056988,1.2168338525788394,0.2236674371240536,0.4594457107977137
ACAD9,546.6252,0.0938718407464095,0.0560354900383238,2.002007932939234,0.0452838783402351,0.1808640082198318
ACADL,61.75582,-0.0486221090576494,0.0957379015604356,-0.8570810506918471,0.3914000928619225,0.6266866603665301
ACADM,851.1908,-0.1026019850872807,0.0644833462594148,-1.863163615552195,0.0624392501927209,0.218979399267334
ACADS,140.83449,0.075790861866764,0.0907225166655465,1.2196153576031012,0.2226107217790109,0.4584834400980882
ACADSB,1244.8683,-0.0425288898950127,0.0679846231918273,-0.5975904553383323,0.5501132344325709,0.7491255205005316
ACADVL,1422.7106,0.2942941083212594,0.0968796272533351,3.7625496381473567,0.0001681899126741,0.008998082348985
ACAN,113.67701,0.1406719061590626,0.1759158987360596,1.9171491041095805,0.0552189918399829,0.2035511992849449
ACAP1,9.509168,0.1741412779022575,0.2102020136140763,2.1063043191642183,0.0351779263790873,0.1553713303511638
ACAP2,1739.0402,-0.0530515289927503,0.0585064330282619,-0.8235701248366358,0.41018385688649,0.6419258470274016
ACAP3,1485.0024,0.2051229845768919,0.1200230313496654,2.624415262653341,0.0086797887597795,0.0697256049920504
ACAT1,639.14246,-0.1180647982150598,0.0592974468609032,-2.329481614263845,0.0198335658963609,0.110738022535422
ACAT2,458.78595,-0.0295039589751889,0.0877408806044923,-0.482446112297516,0.6294890704976093,0.8022454727017482
ACBD3,879.16565,-0.1309501662529316,0.063342530832005,-2.322054325419788,0.0202300106257757,0.1121519301581711
ACBD3-AS1,0.06726659,0.000763690731257,0.1222860013711323,0.0555180088467598,0.9557257830911488,
ACBD4,182.5713,0.1795504493285744,0.0910807796036919,2.5694368067436333,0.0101863968499759,0.0760696110376322
ACBD5,1858.7,-0.240441197342567,0.0717701999129822,-3.519709436338521,0.0004320197998458,0.014818961233416
ACBD6,291.89093,0.0102969642558739,0.036571548241877,0.2983647628566875,0.765424780109098,0.8864579503889862
ACBD7,1498.907,-0.0362219045554514,0.0883448271161718,-0.5192681112899721,0.6035737876023446,0.784786373435875
ACBD7-DCLRE1CP1,100.784065,0.0124247498979338,0.0857056708604777,0.2326685895700136,0.8160187617618873,0.9138543237758142
ACCS,92.26926,0.3838132982318869,0.1917078504214051,2.973946223301772,0.002939965946658,0.0376538175908062
ACCSL,1.2249392,0.0380757323602343,0.1156985543580711,1.4745110722987482,0.1403440387529748,0.3536864085502126
ACD,166.56604,0.0996545358845395,0.0771978689559958,1.736270925334904,0.082515941592008,0.2590631815799263
ACE,116.76922,0.1337588856809498,0.1404769861501329,1.8276197613616672,0.067606637893454,0.2297681191977994
ACE2,7.0591965,0.0089638392058723,0.0996106396386817,0.2169530163954923,0.8282449603037271,0.920952892329024
ACER1,0.8133612,0.0147563292959931,0.1074096751025707,0.5925410129509038,0.5534883655259658,0.7518892383384621
ACER2,147.16058,0.1582595896203186,0.119356315453795,2.026704188281874,0.042692673898117,0.1749170763510469
ACER3,1321.0969,-0.2587851006568042,0.1183823846848037,-2.7376996141548124,0.0061870559548219,0.0571315885574587
ACHE,345.36642,0.4928754780044187,0.1695565215289982,3.6552705584456864,0.000256910889484,0.0108676020099193
ACIN1,1648.8793,0.0739245850028709,0.0717003639110092,1.3548630537286734,0.175461192815062,0.3995560498407022
ACKR1,139.8478,-0.0027850071892785,0.0927129504826512,-0.0579549027225026,0.953784550525178,0.9802178584102176
ACKR2,22.293333,0.0214071806053739,0.0898464169207268,0.4076628784151329,0.6835211943244781,0.8369242081248656
ACKR3,104.76765,0.0580893813561832,0.0969526018881296,0.9669606594436888,0.3335637006047915,0.574353951156036
ACKR4,2.3133504,0.0433952704435946,0.1137315068345539,1.1700412671938394,0.2419843622064079,0.4798347999284776
ACLY,1920.0372,0.0285736292296221,0.0669183438449163,0.300523307199093,0.7637780209926824,0.8856212283562639
ACMSD,0.078310154,-0.0040838758348031,0.1218912194687592,-0.158835074016928,0.8737988145114803,
ACO1,674.5561,0.0531214467109803,0.0561091114182892,1.1981150673313594,0.2308722238363812,0.4674263238166357
ACO2,4452.654,-0.0869048171308594,0.0582820362570285,-1.5446361374579372,0.1224343000330754,0.3277692397654267
ACOD1,0.05528262,-0.0020885243824563,0.1101671909931785,-0.0775820837242423,0.9381604945363338,
ACOT1,76.3359,0.3278711757116725,0.2295268864125661,2.59955645185529,0.0093344323991568,0.0725116574433244
ACOT11,318.31244,0.3565931378365001,0.1498631026611224,3.2286677530508245,0.0012436829278875,0.0239247155391148
ACOT12,5.5971184,0.2059274362491829,0.2730255608614867,2.284305123301303,0.0223536050166014,0.1193656995048033
ACOT13,386.47043,-0.1606635322763892,0.0645448479338375,-2.9269095467541213,0.003423484327069,0.0407694037675942
ACOT2,221.90778,0.0413759212597448,0.0682032053384032,0.7730845796198621,0.4394723265212791,0.6648076809679614
ACOT4,44.65195,0.0272073176867975,0.0926145528383332,0.5362417866641067,0.5917914572681705,0.7777580868494876
ACOT6,2.061727,0.0070474506905728,0.1047035675707431,0.2362645457966158,0.8132273965588518,0.91258303140181
ACOT7,1333.209,0.0133081723345062,0.0819051955295278,0.3023308219547105,0.7623998844923476,0.8848508368610586
ACOT8,264.71936,-0.0029631219750959,0.060913517682529,-0.0657836786238163,0.9475500506578852,0.9777026997834324
ACOT9,404.90305,-0.0170449863614112,0.0605686027190971,-0.2740224055605526,0.7840674032892263,0.895975815601172
ACOX1,2118.7615,-0.0639637935591554,0.0416820909707541,-1.683369874123812,0.0923035114287294,0.2778124100085284
ACOX2,49.32433,0.1316938337764033,0.1285753464671013,1.8267052079511743,0.0677441048024573,0.2300022816344508
ACOX3,422.1201,0.1685666057307227,0.070004941119201,2.924191371920572,0.0034535235556333,0.0409160801140055
ACOXL,0.15678,0.0021010896405779,0.1198037847272189,0.0146628335031496,0.9883011707372032,
ACOXL-AS1,11.702577,0.0350488421152608,0.0923976752233813,0.6534364070922036,0.5134749741787719,0.7225760340045304
ACP1,886.9102,-0.0865586654422128,0.0727503835026773,-1.5358800025231074,0.1245678135529356,0.3306296660938159
ACP2,347.22037,0.0932184432398208,0.0913639561833168,1.5282634597270064,0.1264471383740421,0.3333127146147132
ACP4,0.15052372,0.0027681620893226,0.1089913749835253,0.1792702955433487,0.8577254697161436,
ACP5,8.265786,-0.0736113549461155,0.141963192366615,-2.161265551135591,0.0306748323668234,0.1430004263247315
ACP6,175.62047,0.1511220049637263,0.09523478787797,2.1378213296467123,0.0325312471719176,0.1480917536566247
ACP7,39.8145,-0.0645020947198903,0.1295008187506747,-1.7079471867756404,0.0876461424861584,0.2685036166664452
ACPP,16.807695,-0.03125222928575,0.110705869360283,-1.0267109555503746,0.3045565890088227,0.5460066530454398
ACR,5.157633,0.1108325248980454,0.1631110004108003,1.876488774129995,0.060588194749128,0.214586166750781
ACRBP,8.8013,0.0318439039631956,0.0960213189241032,0.6223934368086571,0.5336831950065126,0.7383312020126243
ACRV1,15.794806,0.2951096495502366,0.1621752277396522,2.80163675068952,0.005084408714454,0.0515021451021024
ACSBG1,1010.0236,0.0578804185820653,0.0903650048615261,0.9676453575713346,0.3332215164205444,0.5739704190290645
ACSBG2,1.6275964,0.0151020794643223,0.106673401435488,0.5459236700484839,0.585118406963228,0.7739837020538141
ACSF2,106.2519,0.0139561759813242,0.0807578961343626,0.259488659414719,0.7952582309194451,0.902369280486494
ACSF3,221.62823,0.079768518614848,0.0742350239381862,1.4067683006785852,0.1594961051585328,0.3795201146533582
ACSL1,1456.4634,-0.0974039861009495,0.1357562385093898,-1.489995022488875,0.1362255447094487,0.3483403397412104
ACSL3,4910.9478,-0.2329703712678903,0.1033808656624512,-2.954955034814627,0.0031271462419729,0.0387904394752008
ACSL4,2078.141,-0.2124586097409892,0.1135742460230654,-2.91441893574368,0.0035635134350217,0.0417254358984544
ACSL5,147.7392,0.4119703606751873,0.2157455993683139,2.9259427319161246,0.0034341414763796,0.0407694037675942
ACSL6,4174.51,-0.0212651163354794,0.0859876382524567,-0.7658199290526894,0.443783454415168,0.6685131698578834
ACSM1,5.960133,0.0253790077168007,0.103096332866819,0.6127066706925971,0.5400703109680196,0.7419863156630981
ACSM2A,0.115225166,0.0001646273193851,0.1092917445704795,0.015093755557856,0.9879573827386916,
ACSM2B,0.13250294,-0.0023676680589075,0.1095322219861639,-0.1196888911361698,0.9047296006845992,
ACSM3,2.3614817,0.0238910497121502,0.1053156986913328,0.64906889989645,0.5162938427566018,0.7249717818895958
ACSM4,0.06582016,0.0001216354154078,0.1099536482392237,-0.0084011715496661,0.9932969137782416,
ACSM5,54.05731,0.1023374827657556,0.1442549021330578,1.6731120259272063,0.0943052445351025,0.2814474657344562
ACSM6,0.13792741,-0.0028830085720345,0.1093432868142458,-0.1443594192212395,0.8852166598629535,
ACSS1,975.0658,0.0602537030705183,0.0908382826266498,0.98181670540748,0.3261901566853356,0.5675896516914657
ACSS2,547.167,-0.0225447210598639,0.0707002246206972,-0.4188710181669895,0.6753103989322704,0.8321716563311962
ACSS3,606.03516,-0.026125294242376,0.0857690426811027,-0.4202068833898571,0.674334326703661,0.8314805946684215
ACTA1,9.49953,0.477582680579549,0.1837970187990534,3.453310784190279,0.0005537506305395,0.0166610152442774
ACTA2,70.94722,0.0296390001900907,0.1012203214004902,0.6345515800741937,0.5257209161540625,0.7320909036996441
ACTA2-AS1,187.8584,0.0189054656640831,0.0863101994465942,0.3546286328864074,0.7228678226323626,0.8616105354890256
ACTB,23848.637,0.6472393018488878,0.1054524745442115,-1.2168121212988627,0.2236757071053947,0.4594457107977137
ACTBL2,0.017828101,-0.000622789025997,0.1295064015299514,-0.0186988419613062,0.9850813520752262,
ACTC1,19.776978,0.0332556507554463,0.0951707882489836,0.6367724498771017,0.524273073898495,0.73089634559526
ACTG1,11614.634,-0.0780346970161206,0.0803022365133249,-0.4021680978339462,0.6875603188858341,0.8400717916028444
ACTG1P17,9.361367,0.0418185909382744,0.1053383048189078,0.8915787281733368,0.3726187760131296,0.6097882666712618
ACTG1P20,46.09331,0.2065660530530198,0.1663839962848299,2.267846383708458,0.0233385712025602,0.122254490415397
ACTG1P4,113.525856,0.4100382421200891,0.1521878899684259,3.4877594591167043,0.0004870860713066,0.0156725036104856
ACTG2,3.307989,-0.002072765539813,0.1078138674086054,-0.1156441750017664,0.9079345511658152,0.9601853959131648
ACTL10,2.8866982,0.0208020865875115,0.1046370334906567,0.5699974674940298,0.5686794157625836,0.761917154082948
ACTL6A,115.84901,-0.0748850231672815,0.1131251243781373,-1.3141388771165177,0.1887994731762302,0.4165797586635056
ACTL6B,384.4749,0.0256479175712275,0.0923466452122807,0.5307434903563875,0.5955965441725605,0.7800357601484065
ACTL7A,0.0,,,,,
ACTL7B,0.70075315,0.033098980331984,0.1133510146088746,1.3069059966226404,0.1912446392583908,0.4195612625512561
ACTL8,1.4810237,0.0389509109936707,0.1140754833189934,1.2301203581984606,0.2186520375522316,0.4537426763566189
ACTL9,0.0,,,,,
ACTN1,1919.9622,0.0621431611555895,0.0901534709165612,0.9925486887618457,0.3209299408042809,0.5624834761619164
ACTN1-AS1,1.0051908,-0.0253635917131488,0.1097867820272215,-0.9443068933320916,0.345012844370429,0.5845057475745866
ACTN2,1248.6216,-0.0474620629016636,0.0670853874529681,-0.8422918384428876,0.3996246183154678,0.6330279602837361
ACTN3,1.5772462,0.1194418603657526,0.215347963453678,2.500236002685704,0.0124110596398605,0.0845479245724214
ACTN4,2514.1638,0.0326975913092769,0.066909490957105,0.8215189810188106,0.4113507169296216,0.6429041720177148
ACTR10,1005.0371,-0.0438110251542762,0.0791202730653994,-0.8624997941726855,0.388412546303499,0.6241565175250248
ACTR1A,2426.9883,-0.016191246501629,0.0526779274224166,-0.2252776599268927,0.8217632778112725,0.9171546950934338
ACTR1B,1268.6605,0.0309434403349441,0.0737420932687759,0.6648196075825318,0.5061658799599082,0.7167401931751954
ACTR2,6332.445,-0.2544161249736619,0.1015893096163633,-2.948429318535461,0.0031939316744419,0.0393743439414149
