,Gene,Coefficient
3087,CD82,-0.0019079436862690568
3088,CD83,0.0005145808826503283
3089,CD84,5.62227447703148e-05
3090,CD86,0.0011093728377084533
3091,CD8A,0.00024320498378859465
3092,CD8B,0.0011213027079433123
3093,CD8B2,-0.0011398903161945096
3094,CD9,-0.0008593379030398635
3095,CD93,0.001277373607940504
3096,CD96,0.007339263469326912
3097,CD99,-0.0025288147160311457
3098,CD99L2,-0.001991626176502353
3099,CD99P1,-0.0007621702620573625
3100,CDA,0.0005184905617678371
3101,CDADC1,-0.0014262385839953005
3102,CDAN1,0.0011302524031049509
3103,CDC123,0.0005054454641003453
3104,CDC14A,0.003297022391860199
3105,CDC14B,-0.000860404111035561
3106,CDC14C,0.0047948375934468955
3107,CDC16,0.0033532354986897453
3108,CDC20,-0.000646712528347142
3109,CDC20B,0.002869956275359746
3110,CDC23,-0.00024926706100342807
3111,CDC25A,-0.0018054681586377043
3112,CDC25B,-0.001498565237939034
3113,CDC25C,-0.0069856492724172615
3114,CDC26,-0.0010145720607174892
3115,CDC27,-0.0003305611900277318
3116,CDC34,-0.0001796328379389746
3117,CDC37,-0.0004474721897651836
3118,CDC37L1,-0.000941588297482926
3119,CDC37L1-AS1,-0.0072799104146937235
3120,CDC40,0.0005373146347815082
3121,CDC42,0.0009486283756926994
3122,CDC42BPA,-0.0007368118830278831
3123,CDC42BPB,-0.0011204997857192193
3124,CDC42BPG,0.010321739200624248
3125,CDC42EP1,-0.000736702211792538
3126,CDC42EP2,-0.0010475085460982076
3127,CDC42EP3,-0.00029500000938250667
3128,CDC42EP4,-0.000658303871150564
3129,CDC42EP5,0.00454801775266704
3130,CDC42P3,0.003046943045647262
3131,CDC42SE1,-0.0006676121913599498
3132,CDC42SE2,7.509663549763765e-05
3133,CDC45,0.00016672236666633592
3134,CDC5L,-0.0006502840500922023
3135,CDC6,0.0023681724689399056
3136,CDC7,0.0016615510975608791
3137,CDC73,-9.990429845930626e-05
3138,CDCA2,-0.00251239201604355
3139,CDCA3,-0.004614943120888279
3140,CDCA4,-0.0009918450168878447
3141,CDCA5,-0.0013098967236304599
3142,CDCA7,0.003510206633832326
3143,CDCA7L,0.00026598530121138087
3144,CDCA8,-0.003789007126961982
3145,CDCP1,-0.001699858160535889
3146,CDCP2,0.0006217236330337821
3147,CDH1,0.0013146169228462562
3148,CDH10,0.002889161927774616
3149,CDH11,0.0018160670190028618
3150,CDH12,0.0008684357918919771
3151,CDH13,-6.18178910263121e-05
3152,CDH15,0.0022476123873474076
3153,CDH16,0.0008941550429159386
3154,CDH17,-0.0019012096036701853
3155,CDH18,-0.00015105745052839808
3156,CDH18-AS1,-0.0005767129826330914
3157,CDH19,-0.0022172427945437237
3158,CDH2,0.0007676387959578697
3159,CDH20,-0.0002895416863456902
3160,CDH22,-0.001462077579089613
3161,CDH23,-0.0022436528817851233
3162,CDH23-AS1,0.0
3163,CDH24,0.0005629506827445347
3164,CDH26,0.0006157251970106522
3165,CDH3,0.0071540363873495725
3166,CDH4,4.303916895516149e-05
3167,CDH5,-0.0016365161135020166
3168,CDH6,0.00015049103771525423
3169,CDH7,-0.0003325626733527204
3170,CDH8,0.0017755207043769058
3171,CDH9,0.0018737736922287186
3172,CDHR1,-0.0016550885341317556
3173,CDHR2,0.0030425485647864584
3174,CDHR3,-0.00044087391225875535
3175,CDHR4,0.005726008845177209
3176,CDHR5,0.0020535219762730927
3177,CDIP1,-0.0015397268313454883
3178,CDIPT,-0.0009784151571066053
3179,CDIPT-AS1,-0.005089881095830784
3180,CDK1,-0.002176580769989808
3181,CDK10,-0.0018793830141964714
3182,CDK11A,-0.002558503409774875
3183,CDK11B,-0.0006000193268106019
3184,CDK12,0.0010241472990138811
3185,CDK13,0.0009914308064104301
3186,CDK14,-0.0013759550549995254
3187,CDK15,-0.003731964436384071
3188,CDK16,-0.0015346574247587443
3189,CDK17,0.0011778255398564943
3190,CDK18,-0.0004927383487935576
3191,CDK19,-0.0006295757680840905
3192,CDK2,0.0009001932963845109
3193,CDK20,-0.00036212591621797706
3194,CDK2AP1,0.0002872785836345996
3195,CDK2AP2,0.0009592082591996569
3196,CDK3,0.0020026212174455854
3197,CDK4,-0.0005238519555664879
3198,CDK5,-0.0003493501029191176
3199,CDK5R1,-0.0010219415753452837
3200,CDK5R2,-0.0008493904252089534
3201,CDK5RAP1,0.0012767155085226967
3202,CDK5RAP2,-0.0013690235049265602
3203,CDK5RAP3,0.0006417869937958242
3204,CDK6,-0.0008373104609370673
3205,CDK7,0.0003612727637409856
3206,CDK8,0.0018321764731030453
3207,CDK9,-0.0016650630072476884
3208,CDKAL1,0.000984854567424759
3209,CDKL1,0.0011489499336479374
3210,CDKL2,-0.00199405477115369
3211,CDKL3,-0.0008401256644153419
3212,CDKL4,-0.0011613017572969036
3213,CDKL5,0.0003130871147423418
3214,CDKN1A,0.002379070734068827
3215,CDKN1B,-0.0012468406548796435
3216,CDKN1C,0.0003078289413622114
3217,CDKN2A,-0.0005037777217002495
3218,CDKN2A-AS1,0.0035835595672365486
3219,CDKN2AIP,0.0005077053667622624
3220,CDKN2AIPNL,-0.000726156091733804
3221,CDKN2B,-0.0027215130877775106
3222,CDKN2B-AS1,-0.006348173150932912
3223,CDKN2C,-0.0018114711298251127
3224,CDKN2D,3.4485384731968058e-06
3225,CDKN3,-0.0034542488715192765
3226,CDNF,-0.00026344079411580484
3227,CDO1,-0.00045482601992755925
3228,CDON,-0.0014905721242834962
3229,CDPF1,-0.0005518730637143851
3230,CDR1,0.0006719831031359071
3231,CDR2,-0.0015800528170685985
3232,CDR2L,-0.00020259130927352924
3233,CDRT1,0.001516093005605855
3234,CDRT15,-0.0009232270091956033
3235,CDRT15L2,0.0007561235989815659
3236,CDRT15P1,-0.0010394245535758205
3237,CDRT15P2,0.0019338552325097195
3238,CDRT3,-0.00297566674572124
3239,CDRT4,-0.00041800631491909466
3240,CDRT7,0.0
3241,CDRT8,0.0011287342943357489
3242,CDS1,-8.599220579386197e-05
3243,CDS2,-0.0021635634989540706
3244,CDSN,-0.0010406451945274046
3245,CDT1,-0.002637103171195396
3246,CDV3,-9.324359176693672e-05
3247,CDX1,-0.0010763750188576499
3248,CDX2,-0.0003349483283300743
3249,CDX4,0.0011305790408476471
3250,CDY1,0.0
3251,CDY1B,0.0
3252,CDY2A,0.0
3253,CDY2B,0.0
3254,CDYL,0.0007051616559456977
3255,CDYL2,-0.0014825410316591477
3256,CEACAM1,0.0023129486596509424
3257,CEACAM16,-0.00522723514929563
3258,CEACAM18,-0.003245208003459419
3259,CEACAM19,0.00186213792699441
3260,CEACAM20,-0.00185402792933369
3261,CEACAM21,0.0042385528344832295
3262,CEACAM22P,0.004638356925666892
3263,CEACAM3,0.0017665644239792777
3264,CEACAM4,0.0016748224862931577
3265,CEACAM5,0.0
3266,CEACAM6,0.005795332210536055
3267,CEACAM7,-0.004237323329478028
3268,CEACAM8,0.0002602732128033272
3269,CEBPA,1.2499356455287762e-05
3270,CEBPA-AS1,0.004009623751229204
3271,CEBPB,9.943584971362748e-05
3272,CEBPB-AS1,0.0017995134028177475
3273,CEBPD,0.00015590388628721667
3274,CEBPE,0.0027390055219234056
3275,CEBPG,-0.000921568183155691
3276,CEBPZ,6.342690370582274e-05
3277,CEBPZOS,-0.0011073853431974874
3278,CECR2,-0.0007493617031163292
3279,CECR3,-0.0010842089274962852
3280,CECR7,0.008851558151088918
3281,CEL,0.0026107237368988984
3282,CELA1,-0.0019443830604339678
3283,CELA2A,0.006376392883318203
3284,CELA2B,0.001339669400987534
3285,CELA3A,-0.0014217632033676727
3286,CELA3B,0.006881958576209401
3287,CELF1,0.0012610039385314144
3288,CELF2,0.0017287185924872296
3289,CELF2-AS1,-0.002982142798467074
3290,CELF2-AS2,3.3861555065055625e-05
3291,CELF3,0.00014825921821068398
3292,CELF4,0.0006753513369270945
3293,CELF5,0.0007630009373255815
3294,CELF6,-0.00013699106547603848
3295,CELP,-0.0028938750218195884
3296,CELSR1,0.0006675185737213517
3297,CELSR2,-0.001001363091095634
3298,CELSR3,-0.00019225066163205422
3299,CELSR3-AS1,0.0018977479395100346
3300,CEMIP,-0.003226332528869413
3301,CEMP1,-0.0002296356426437729
3302,CEND1,-0.001814524934303628
3303,CENPA,-0.004432736580070217
3304,CENPB,-0.0012619041278140973
3305,CENPBD1,-0.0009694519839303228
3306,CENPBD1P1,-0.0019513707426697191
3307,CENPC,0.0006377306121890751
3308,CENPE,0.0027888606672450576
3309,CENPF,-0.002671435078789424
3310,CENPH,0.0004569744946207578
3311,CENPI,0.003283284312878679
3312,CENPJ,0.0018885764860846028
3313,CENPK,-0.000708984194072842
3314,CENPL,0.0013535939507808602
3315,CENPM,0.007012200027855299
3316,CENPN,0.00022664618434049155
3317,CENPO,0.0013674371978508804
3318,CENPP,0.0021523585749824384
3319,CENPQ,0.0003592796669834779
3320,CENPS,0.0020739383521280893
3321,CENPS-CORT,0.002820120561029105
3322,CENPT,0.00011096887027672277
3323,CENPU,-0.003674290514022481
3324,CENPV,-0.0021748476544665297
3325,CENPVL1,0.001946537826249426
3326,CENPVL2,0.0025615042508093273
3327,CENPVL3,0.001863364515926827
3328,CENPW,-0.0009558862908950645
3329,CENPX,-0.0023290484584472687
3330,CEP104,0.00014395741778298378
3331,CEP112,0.0008872152050012345
3332,CEP120,-0.0008429594955376808
3333,CEP126,-0.002904528033025239
3334,CEP128,-0.0007853022705017287
3335,CEP131,0.001549683577905038
3336,CEP135,0.0020062792394983987
3337,CEP152,-0.002034670860778286
3338,CEP162,0.001812309436367918
3339,CEP164,0.002784523426300561
3340,CEP170,0.0008021282067057616
3341,CEP170B,-0.0006945638156795631
3342,CEP170P1,0.0010821512109543095
3343,CEP19,0.0002352075718178855
3344,CEP192,-0.0015260338702914689
3345,CEP250,-0.002783182832286233
3346,CEP290,0.00018210868695923746
3347,CEP295,0.0004465127057642528
3348,CEP295NL,0.0005009252698539767
3349,CEP350,-0.0004552377454987695
3350,CEP41,-0.00040440448638006033
3351,CEP44,0.0002239602924838859
3352,CEP55,-0.0020833045531130365
3353,CEP57,0.0004945669597170551
3354,CEP57L1,-0.00018746380805347796
3355,CEP63,8.253555522206907e-06
3356,CEP68,0.0005692835193604795
3357,CEP70,-0.0013311026335079289
3358,CEP72,0.0015343481784465074
3359,CEP76,0.0006261158758657693
3360,CEP78,0.0013657621283762382
3361,CEP83,0.0007192213791880836
3362,CEP83-AS1,0.002300767821117033
3363,CEP85,-0.002356527069969103
3364,CEP85L,-0.0008954955292762764
3365,CEP89,0.004801064485015984
3366,CEP95,0.0018920363213348905
3367,CEP97,0.000517228217285298
3368,CEPT1,0.0006551753556408009
3369,CER1,0.005557312948475952
3370,CERCAM,0.0010332202969252314
3371,CERK,-0.0009327847155937968
3372,CERKL,-0.003497486594222973
3373,CERNA1,0.003094940199418005
3374,CERNA2,0.0006856045232345421
3375,CERNA3,0.006679525566622834
3376,CERS1,0.0025061631243517603
3377,CERS2,0.00017127002047348638
3378,CERS3,0.007311115009510051
3379,CERS3-AS1,-7.418149107666418e-05
3380,CERS4,-0.0010042316208950988
3381,CERS5,0.00219752812283502
3382,CERS6,-7.274637173509709e-05
3383,CERS6-AS1,0.003633266170185145
3384,CES1,-0.002553019800055064
3385,CES1P1,-0.004661261306517339
3386,CES1P2,-0.000656788982905899
3387,CES2,-0.0004333895013998246
3388,CES3,0.0009783274108402004
3389,CES4A,0.002165662702676839
3390,CES5A,-0.0006031258496711238
3391,CES5AP1,0.0002734181011562578
3392,CETN1,7.264945430840626e-05
3393,CETN2,-0.000998030637576737
3394,CETN3,-0.0002956233609693237
3395,CETN4P,-0.001415284057156105
3396,CETP,0.0013160279772295573
3397,CFAP100,-0.0019969899431942074
3398,CFAP126,0.002420468217233479
3399,CFAP157,0.00162932156463128
3400,CFAP161,0.002496635753728988
3401,CFAP20,0.0011576687523619645
3402,CFAP206,-0.0032461667170643285
3403,CFAP221,-8.79590140791869e-05
3404,CFAP36,-0.0013704112976534093
3405,CFAP43,-0.002557832405573802
3406,CFAP44,-0.0024469798483594844
3407,CFAP44-AS1,-0.005801156826931
3408,CFAP45,-0.0003988109152945475
3409,CFAP46,0.003472182948890962
3410,CFAP47,0.002817356083640427
3411,CFAP52,0.00018095896628314445
3412,CFAP53,-0.0024705805407310437
3413,CFAP54,-0.0007446277078324323
3414,CFAP57,0.0017968695191531298
3415,CFAP58,0.0022111830423106943
3416,CFAP58-AS1,0.001085738828066677
3417,CFAP61,0.0003030631568109185
3418,CFAP65,0.00618649539025648
3419,CFAP69,8.723975355434166e-06
3420,CFAP70,0.0015915143067348433
3421,CFAP73,0.005209662297948032
3422,CFAP74,-0.00047654114124439756
3423,CFAP77,0.001125996528444633
3424,CFAP97,0.0003240996087417446
3425,CFAP97D1,-0.0020902043041578695
3426,CFAP99,0.007781861289192287
3427,CFB,0.002234649756604643
3428,CFC1,0.0006679118446125329
3429,CFC1B,0.00016783214152423328
3430,CFD,-0.000667172442776031
3431,CFDP1,-0.0012480856386859259
3432,CFH,-0.0012780998574298892
3433,CFHR1,0.0016543991939740586
3434,CFHR2,0.0014690294582828819
3435,CFHR3,-0.003658817105387853
3436,CFHR4,0.007240305034182371
3437,CFHR5,0.003852447533190474
3438,CFI,-0.0016740188041557875
3439,CFL1,0.00011343012150071964
3440,CFL1P1,0.002815112922828722
3441,CFL2,-0.0012277826413552373
3442,CFLAR,-0.0006456144032132683
3443,CFLAR-AS1,0.017289608077289256
3444,CFP,0.00044018598996440705
3445,CFTR,2.3394494827031658e-05
3446,CFTR-AS1,-0.0007587552641112462
3447,CGA,0.0005558502663638243
3448,CGAS,0.0015399812507101871
3449,CGB1,0.0
3450,CGB2,0.0058305186601371965
3451,CGB3,0.0
3452,CGB5,-0.0011223888514603289
3453,CGB7,0.00473680921733736
3454,CGB8,0.0
3455,CGGBP1,0.0007690375841506946
3456,CGN,-0.0013413398425726325
3457,CGNL1,-0.0011863730430582491
3458,CGREF1,-0.002189180763716316
3459,CGRRF1,0.0018227203683810927
3460,CH17-340M24.3,-0.0005721644686234974
3461,CH25H,0.003765950544975224
3462,CHAC1,-0.002560537563187143
3463,CHAC2,-0.0027849955881004604
3464,CHAD,0.0010585815151053543
3465,CHADL,0.0001502442401105235
3466,CHAF1A,0.002130934255788535
3467,CHAF1B,-0.0017228200634347673
3468,CHAMP1,0.000322792640473552
3469,CHAT,0.0013803915764898568
3470,CHCHD1,0.000694059243910499
3471,CHCHD10,-0.0008784173640079946
3472,CHCHD2,-0.0014691171449767073
3473,CHCHD3,-0.00096507032458714
3474,CHCHD4,-0.0004128864731960978
3475,CHCHD5,-0.00018630045925644093
3476,CHCHD6,-0.0007528650806742219
3477,CHCHD7,-0.002020640205978966
3478,CHD1,0.0021600432435861803
3479,CHD1L,-0.0013694161088184018
3480,CHD2,0.0004091885214646443
3481,CHD3,-0.0019213463292588322
3482,CHD4,0.00022329615256908757
3483,CHD5,-0.0007309848701185573
3484,CHD6,-0.0006978340806207798
3485,CHD7,0.002257762839638845
3486,CHD8,-1.617699767738172e-05
3487,CHD9,0.00020730972511697604
3488,CHDH,0.004257274755172221
3489,CHEK1,-0.00026701061099031957
3490,CHEK2,1.9527259898070057e-06
3491,CHEK2P2,0.008159294344638895
3492,CHERP,0.000798311434404664
3493,CHFR,0.0010510597165834953
3494,CHGA,-0.0002879435948523911
3495,CHGB,0.000750720105035102
3496,CHI3L1,0.00019746127708631997
3497,CHI3L2,-0.002168374299536908
3498,CHIA,-0.00161525056677818
3499,CHIAP2,0.0027960268581458574
3500,CHIC1,5.846772396832704e-05
3501,CHIC2,-0.0002978977922171677
3502,CHID1,0.001135216874320988
3503,CHIT1,-0.0007600831067789923
3504,CHKA,-0.00043718699254877705
3505,CHKB,0.0032671860681158667
3506,CHKB-AS1,0.0001644865569530362
3507,CHKB-CPT1B,0.0030886824210507773
3508,CHL1,-8.336095001190659e-05
3509,CHL1-AS1,0.004590406726208578
3510,CHL1-AS2,0.0008897118393675276
3511,CHM,0.00031684314637416325
3512,CHML,0.0008419140204505887
3513,CHMP1A,-0.0008525744794068827
3514,CHMP1B,-0.00046726883503307097
3515,CHMP1B2P,0.0008942643867532619
3516,CHMP2A,0.0004074576941158654
3517,CHMP2B,0.0008315574945800549
3518,CHMP3,-0.0009373986598793948
3519,CHMP4A,-0.00024048587809375496
3520,CHMP4B,-1.0063921298374357e-05
3521,CHMP4C,-0.002438627150909208
3522,CHMP5,0.00010081796578648175
3523,CHMP6,-0.0012385505838094016
3524,CHMP7,-0.0005389781604605837
3525,CHN1,0.00012869728056683842
3526,CHN2,-0.00016549306859681108
3527,CHODL,0.006932751389127718
3528,CHODL-AS1,0.00013962183423689802
3529,CHORDC1,-0.0004287451320020223
3530,CHP1,-0.001237033773783344
3531,CHP2,0.003258366253361443
3532,CHPF,-0.0007778643125466636
3533,CHPF2,9.315645320699372e-07
3534,CHPT1,-0.0024223831539057264
3535,CHRAC1,0.00044849135494041145
3536,CHRD,-0.000852198421317616
3537,CHRDL1,0.001846981982166153
3538,CHRDL2,-0.005276271628641516
3539,CHRFAM7A,0.0009265076763438344
3540,CHRM1,-0.00028096197061592036
3541,CHRM2,-0.0015657529245125922
3542,CHRM3,0.0010585734003620072
3543,CHRM3-AS1,-0.005661562055411212
3544,CHRM3-AS2,0.002719383788053925
3545,CHRM4,-0.0005140331939326522
3546,CHRM5,0.0012701422539701417
3547,CHRNA1,0.0008707585530748536
3548,CHRNA10,0.0008707450949038761
3549,CHRNA2,-0.001416390737915397
3550,CHRNA3,0.0028098629254997777
3551,CHRNA4,-0.0009413950614552718
3552,CHRNA5,-0.0013150646964364937
3553,CHRNA6,-0.002713320394217899
3554,CHRNA7,0.0004975411503426147
3555,CHRNA9,0.0016598755919134992
3556,CHRNB1,0.001904841614216575
3557,CHRNB2,-0.0017414038616220722
3558,CHRNB3,0.0005927667764135151
3559,CHRNB4,-0.0010368544802447576
3560,CHRND,0.002702662647913519
3561,CHRNE,-0.0018470549908976436
3562,CHRNG,-0.0026016538092235673
3563,CHST1,-0.002795285675478822
3564,CHST10,0.00032378397881677374
3565,CHST11,0.0007307118854193808
3566,CHST12,-0.0009220998149027294
3567,CHST13,-0.001919375018117685
3568,CHST14,0.002344188104883422
3569,CHST15,-0.0016791191347333204
3570,CHST2,0.00016993269248007082
3571,CHST3,-0.0024764614702258076
3572,CHST4,-0.005298050940751345
3573,CHST5,0.0011614005185110426
3574,CHST6,-0.003433844389896098
3575,CHST7,0.0017563666366385907
3576,CHST8,7.20566696012011e-05
3577,CHST9,-0.00107561728119769
3578,CHSY1,-0.0032365261255297793
3579,CHSY3,0.0013195611383596943
3580,CHTF18,0.005826216546849554
3581,CHTF8,-0.0010571928711940333
3582,CHTOP,0.00010607370741974287
3583,CHUK,0.001875770406912239
3584,CHURC1,-0.00036539870949407223
3585,CHURC1-FNTB,0.001875131835386712
3586,CIAO1,-0.00040323641006805873
3587,CIAPIN1,-0.0007684432389375266
3588,CIART,-0.0027961520712861524
3589,CIB1,0.0013522681363506903
3590,CIB2,0.00021010693713017183
3591,CIB3,0.005161445861415632
3592,CIB4,0.006461084258556778
3593,CIC,-0.001161252617139055
3594,CIDEA,-0.0011963213630121357
3595,CIDEB,0.004086577967383994
3596,CIDEC,0.0036818717737330214
3597,CIDECP,-0.003219888333273684
3598,CIITA,0.0012994646135830402
3599,CILP,0.0019242974888434437
3600,CILP2,-0.001669285687125018
3601,CINP,-0.0008876305671703666
3602,CIP2A,9.8604249845543e-05
3603,CIPC,-0.001765972446656312
3604,CIR1,0.0002599757730592616
3605,CIRBP,-0.0004536652728230591
3606,CIRBP-AS1,-4.70875968161635e-05
3607,CISD1,2.2702379027287828e-05
3608,CISD2,0.0005766173210730989
3609,CISD3,-0.0014763403572966261
3610,CISH,0.000690709065841904
3611,CISTR,0.004518906828409635
3612,CIT,-0.0012736422843843895
3613,CITED1,0.0007297411035533678
3614,CITED2,-0.0009416281702338666
3615,CITED4,0.0004222779998414197
3616,CIZ1,-0.0010936610104893647
3617,CKAP2,0.0012322633439887185
3618,CKAP2L,-0.0017050668055175672
3619,CKAP4,-0.0010118324959162363
3620,CKAP5,-0.0004968485466855942
3621,CKB,0.001351807043727175
3622,CKLF,0.0014344859432619875
3623,CKLF-CMTM1,0.0030255039117660864
3624,CKM,0.000912654864837368
3625,CKMT1A,-0.0004505768873355397
3626,CKMT1B,-0.0018488560721521728
3627,CKMT2,0.0034570131927530346
3628,CKMT2-AS1,-0.0004612391420588895
3629,CKS1B,0.0010600635537860838
3630,CKS2,0.0001029090223026993
3631,CLASP1,0.00031928415504846953
3632,CLASP2,-5.573726315602956e-05
3633,CLASRP,0.0012485491656933896
3634,CLBA1,-0.0004927400079947759
3635,CLC,0.005123566075166855
3636,CLCA1,-0.0005961736426870814
3637,CLCA2,0.003028991383782617
3638,CLCA3P,-0.0013499954989161476
3639,CLCA4,0.001065527953463604
3640,CLCC1,0.0017021800930348387
3641,CLCF1,0.0005985281073366271
3642,CLCN1,0.0002908872295542671
3643,CLCN2,-0.0005237739923174343
3644,CLCN3,0.0001259376513834613
3645,CLCN4,-0.00029549277840749174
3646,CLCN5,-0.0026210677223765574
3647,CLCN6,-0.0016037466902265847
3648,CLCN7,-0.00016323604606249218
3649,CLCNKA,-0.0006680560612541144
3650,CLCNKB,0.004124554413015665
3651,CLDN1,0.005473400770998853
3652,CLDN10,0.002525342093139901
3653,CLDN10-AS1,-0.0014568959320192597
3654,CLDN11,-0.0014326747544461602
3655,CLDN12,-0.0007911393945152639
3656,CLDN14,0.0007271922548180566
3657,CLDN15,7.551776772854865e-05
3658,CLDN16,0.0020893633860323735
3659,CLDN17,-0.00043375346530020125
3660,CLDN18,0.007157224139268932
3661,CLDN19,0.0019133176650551597
3662,CLDN2,-0.0012418181606990222
3663,CLDN20,-0.0019372103623914315
3664,CLDN22,-0.006562695074047793
3665,CLDN23,0.0020858286631316387
3666,CLDN24,-0.0012006631369934333
3667,CLDN25,-0.002421310460235883
3668,CLDN3,0.00206725886739495
3669,CLDN34,0.0012053562968743644
3670,CLDN4,-0.0014339739794003161
3671,CLDN5,-0.0016629882845274988
3672,CLDN6,0.0002432148585028574
3673,CLDN7,0.0021380332913888064
3674,CLDN8,0.0
3675,CLDN9,-0.0016253766108667968
3676,CLDND1,-0.0006214257722477906
3677,CLDND2,0.0007263244036136318
3678,CLEC10A,0.00016952439324072104
3679,CLEC11A,0.002789082083924369
3680,CLEC12A,0.002024987634550634
3681,CLEC12A-AS1,-0.005109433865061342
3682,CLEC12B,0.003900420171223586
3683,CLEC14A,0.002120832216062095
3684,CLEC16A,0.0008973227006702822
3685,CLEC17A,0.0024759598342387495
3686,CLEC18A,-0.0028977624720998465
3687,CLEC18B,-0.001328522314519573
3688,CLEC18C,-0.0004747575849836322
3689,CLEC19A,-0.0020570925857553114
3690,CLEC1A,0.002028641486809572
3691,CLEC1B,0.0015584103193223746
3692,CLEC2A,0.0004285111155637307
3693,CLEC2B,0.0008689303573388001
3694,CLEC2D,0.0018341835796394175
3695,CLEC2L,-0.002053241993594575
3696,CLEC3A,-0.0004990849307461083
3697,CLEC3B,-0.0009521843390578619
3698,CLEC4A,0.0032558649200587035
3699,CLEC4C,-0.004301110212772214
3700,CLEC4D,0.0008411045475247222
3701,CLEC4E,0.00012591010351971214
3702,CLEC4F,-0.0016316969756429642
3703,CLEC4G,-0.002452017681864446
3704,CLEC4GP1,-0.004178601398172138
3705,CLEC4M,-0.0019425006090029754
3706,CLEC5A,0.0007054257504147882
3707,CLEC6A,0.002410082969550832
3708,CLEC7A,0.0024616914390705132
3709,CLEC9A,0.0018188758742934614
3710,CLECL1,-0.0007251896120026198
3711,CLGN,-0.0006032012153927317
3712,CLHC1,-0.0009067857066589719
3713,CLIC1,-0.00028818374940310263
3714,CLIC2,0.0015026654573025314
3715,CLIC3,-0.004684686900716049
3716,CLIC4,-0.0016193384721011786
3717,CLIC5,-0.006075043759092672
3718,CLIC6,0.0003407626980375662
3719,CLINT1,9.992614262598034e-05
3720,CLIP1,-0.0006838602596807982
3721,CLIP1-AS1,-0.0038693226193471488
3722,CLIP2,-0.00139767322529389
3723,CLIP3,0.00017444039574562008
3724,CLIP4,0.0006454466207167067
3725,CLK1,0.0009293254738408876
3726,CLK2,0.0005189374601492953
3727,CLK2P1,-0.0034865087153801502
3728,CLK3,-0.000769822960711859
3729,CLK4,0.0010247555621582275
3730,CLLU1,-0.0012686264235700212
3731,CLLU1OS,-0.0021329295893594983
3732,CLMAT3,0.004367175377663202
3733,CLMN,-0.0029828619204661784
3734,CLMP,0.001251619368799302
3735,CLN3,0.0006023985399256527
3736,CLN5,-0.001090194311195672
3737,CLN6,-0.0008200637126249856
3738,CLN8,-0.0019325482413222695
3739,CLNK,-0.000601130240790273
3740,CLNS1A,-5.2456935960782606e-05
3741,CLOCK,-0.0006719081629158958
3742,CLP1,0.0009215939316100308
3743,CLPB,-0.0019605240755607395
3744,CLPP,-0.0004950476367218779
3745,CLPS,-0.003267690379113659
3746,CLPSL1,-0.0012660713594966307
3747,CLPSL2,-0.001426734264040208
3748,CLPTM1,-0.00019364689701434457
3749,CLPTM1L,-0.0005908433080180782
3750,CLPX,0.0002607457327130535
3751,CLRN1,-0.0024273405987199075
3752,CLRN1-AS1,-0.00019118527700368748
3753,CLRN2,-0.0015258110583264638
3754,CLRN3,0.005093744282601058
3755,CLSPN,-0.0015934336087167146
3756,CLSTN1,-0.0010719549018260407
3757,CLSTN2,-0.0026299205221654003
3758,CLSTN2-AS1,0.007152412416785591
3759,CLSTN3,-0.00040977656876327084
3760,CLTA,-0.0015395181225658049
3761,CLTB,-0.0004484429690686032
3762,CLTC,-5.1975685778787154e-05
3763,CLTCL1,0.00013797530270917688
3764,CLTRN,-0.0026223735021309444
3765,CLU,-0.0006534190287152156
3766,CLUAP1,0.0010954652373478865
3767,CLUH,-0.0005223280590247889
3768,CLUHP3,-0.0004147656294355811
3769,CLUL1,-0.000873953705323501
3770,CLVS1,-6.208480861251955e-05
3771,CLVS2,-0.0007484440387867345
3772,CLYBL,-0.0006144956587766343
3773,CLYBL-AS1,0.0005108312580220774
3774,CLYBL-AS2,-0.0024027841865902856
3775,CMA1,-0.0004942229001955506
3776,CMAHP,0.003911853641868781
3777,CMAS,-5.914206726562151e-05
3778,CMBL,-0.003280491478551827
3779,CMC1,-0.002330890325607012
3780,CMC2,-0.0001822920513817577
3781,CMC4,-0.0010510651387085918
3782,CMIP,-0.0007674145992670211
3783,CMKLR1,8.299433604949175e-05
3784,CMPK1,-0.0012971372814070633
3785,CMPK2,-0.00027379575909351094
3786,CMSS1,0.00014760559261573123
3787,CMTM1,0.0011333083622185741
3788,CMTM2,-0.0014864754119944387
3789,CMTM3,0.00048223934856169175
3790,CMTM4,-0.0024733278165848904
3791,CMTM5,0.0003036414328478665
3792,CMTM6,0.00213467034863923
3793,CMTM7,0.0016833759031551153
3794,CMTM8,0.00018659781362318433
3795,CMTR1,0.00012227169211351038
3796,CMTR2,0.002703185637755722
3797,CMYA5,0.004415966614474809
3798,CNBD1,0.006135997459824004
3799,CNBD2,0.0026721326312887923
3800,CNBP,-0.0006013514253665653
3801,CNDP1,0.0004836132719261061
3802,CNDP2,-0.0011061293345114467
3803,CNEP1R1,0.0011614088953375362
3804,CNFN,0.0007836000946124595
3805,CNGA1,-0.0042567096479023845
3806,CNGA2,0.006173163265731493
3807,CNGA3,0.002624920091746492
3808,CNGA4,-0.0028127274857787147
3809,CNGB1,-0.0011718621872153577
3810,CNGB3,-0.0016578520228266547
3811,CNIH1,-0.0007135461439234415
3812,CNIH2,-0.0022356860793158605
3813,CNIH3,-0.0019246486326461264
